review_date,handle,helpfulness_rating,review,sentiment,combined_text,cleaned_text,num_tokens
29-Sep-19,David & Jennifer Vinson,,"Good idea but terrible design. The condensation from the lid goes down to the 2 sides where the coffee holder goes and after so much has built up, it slowly starts to leak out everywhere. THEN, the coffee maker dictates when I can make coffee. Out of the blue the clean word will pop up. Then when I hit the power button, the machine shuts off completely and wont come back on till at least 30 minutes. It does it at least 2 times a week. It did it yesterday and now after 36 hours, it still isnt turning back on. I recieved this machine on 7/26/19 & today is 9/29/19. Didnt even last 3 months. Spend you're money on something better. My coffee pot shouldn't tell me when I can or cant have coffee!",negative,"Good idea but terrible design. The condensation from the lid goes down to the 2 sides where the coffee holder goes and after so much has built up, it slowly starts to leak out everywhere. THEN, the coffee maker dictates when I can make coffee. Out of the blue the clean word will pop up. Then when I hit the power button, the machine shuts off completely and wont come back on till at least 30 minutes. It does it at least 2 times a week. It did it yesterday and now after 36 hours, it still isnt turning back on. I recieved this machine on 7/26/19 & today is 9/29/19. Didnt even last 3 months. Spend you're money on something better. My coffee pot shouldn't tell me when I can or cant have coffee!",good idea terrible design condensation lid go side coffee holder go much build slowly start leak everywhere coffee maker dictate make coffee blue clean word pop hit power button machine shut completely wont come back till least 30 minute least time week yesterday 36 hour still isnt turn back recieved machine 26 19 today 29 19 didnt even last month spend money something well coffee pot tell cant coffee,69
30-Dec-18,mike wachs,One,"I have literally never written a review before, but I'm so disappointed in this product that it's time to start. Do not waste your money. We've had this coffee maker for a year and a half. It started acting poorly months ago. The coffee doesn't come out when you press the button. It dispenses all over the place, if at all, and you have to take the hot, giant brewing part off and pour it directly into your cup. It's designed poorly. The materials are flimsy. I have never hated a purchase so much. Just invested in a $29.99 Mr. Coffee from Costco. Looking forward to using it and throwing this in the trash where it belongs.",negative,"I have literally never written a review before, but I'm so disappointed in this product that it's time to start. Do not waste your money. We've had this coffee maker for a year and a half. It started acting poorly months ago. The coffee doesn't come out when you press the button. It dispenses all over the place, if at all, and you have to take the hot, giant brewing part off and pour it directly into your cup. It's designed poorly. The materials are flimsy. I have never hated a purchase so much. Just invested in a $29.99 Mr. Coffee from Costco. Looking forward to using it and throwing this in the trash where it belongs.",literally never write review disappointed product time start waste money coffee maker year half start act poorly month ago coffee come press button dispense place take hot giant brew part pour directly cup design poorly material flimsy never hat purchase much invest 29 99 mr coffee costco look forward use throw trash belong,53
11-Jul-21,Paul J.,,"I am not going to lie this did work good up until 2 weeks ago. Purchased this item March of 2021 and by June 29, 2021 started having issues. I did read prior reviews for this same issue on older models and thought Hamilton would have resolved the problem on the newer model that I purchased but guess not. The issue is that under the urn fills with water/coffee and then leaks out all over your counter. Have not found the issue as to  where this is coming from but more than likely going to go buy a new coffee maker that is not manufactured by Hamilton Beach. Take my word for it, buy anything but this coffee maker or any coffee maker that this manufacturer makes. They may make other products great but not coffee makers.",negative,"I am not going to lie this did work good up until 2 weeks ago. Purchased this item March of 2021 and by June 29, 2021 started having issues. I did read prior reviews for this same issue on older models and thought Hamilton would have resolved the problem on the newer model that I purchased but guess not. The issue is that under the urn fills with water/coffee and then leaks out all over your counter. Have not found the issue as to  where this is coming from but more than likely going to go buy a new coffee maker that is not manufactured by Hamilton Beach. Take my word for it, buy anything but this coffee maker or any coffee maker that this manufacturer makes. They may make other products great but not coffee makers.",go lie work good week ago purchase item march 2021 june 29 2021 start issue read prior review issue old model thought hamilton would resolve problem new model purchase guess issue urn fill water coffee leak counter find issue come likely go go buy new coffee maker manufacture hamilton beach take word buy anything coffee maker coffee maker manufacturer make may make product great coffee maker,66
31-Aug-19,Amazon Customer,,"Well the coffee maker was interesting without the craft, I like it. it was different without spending a fortune on a bunn, But you always get what you pay for. started off really good then all heck hit the fan as the cleaning begaon, coffee would not brue, clean. slow stream ,clean. over heat,clean. use filtered water, clean. omg just it go's on and on. its really tough when you get up in the morning and want a cup, a bigger then normal cup of coffee and it has not passed the water through the filter to the coffee to even make a dribble of coffee that falls into your cup, very frustrating. i like the style of it but i think i will be going back to the same old coffee pot. sad......",negative,"Well the coffee maker was interesting without the craft, I like it. it was different without spending a fortune on a bunn, But you always get what you pay for. started off really good then all heck hit the fan as the cleaning begaon, coffee would not brue, clean. slow stream ,clean. over heat,clean. use filtered water, clean. omg just it go's on and on. its really tough when you get up in the morning and want a cup, a bigger then normal cup of coffee and it has not passed the water through the filter to the coffee to even make a dribble of coffee that falls into your cup, very frustrating. i like the style of it but i think i will be going back to the same old coffee pot. sad......",well coffee maker interest without craft like different without spend fortune bunn always get pay start really good heck hit fan cleaning begaon coffee would brue clean slow stream clean heat clean use filter water clean omg go really tough get morning want cup big normal cup coffee pass water filter coffee even make dribble coffee fall cup frustrate like style think go back old coffee pot sad,68
9-Jan-15,V Weaver,62,And I'm getting it replaced.  Water gathers inside next to the Keep Warm Plate and according to Hamilton Beach there is no fix for this...I regularly have to soak up almost an inch of water from each side - who designs something like that and thinks it's a good idea?  I am in the warranty period so HB has been great about replacing it - but I would NOT buy this unit again.  One of the little pins that keeps the lid on the reservoir also popped off with no fix for that - so another reason not to like it.,negative,And I'm getting it replaced.  Water gathers inside next to the Keep Warm Plate and according to Hamilton Beach there is no fix for this...I regularly have to soak up almost an inch of water from each side - who designs something like that and thinks it's a good idea?  I am in the warranty period so HB has been great about replacing it - but I would NOT buy this unit again.  One of the little pins that keeps the lid on the reservoir also popped off with no fix for that - so another reason not to like it.,get replace water gather inside next keep warm plate accord hamilton beach fix regularly soak almost inch water side design something like think good idea warranty period hb great replace would buy unit one little pin keep lid reservoir also pop fix another reason like,45
29-Jun-20,Connie Leon,,"This is a nice coffee maker, easy to us BUT it has a design flaw that causes it to leak most of the times you fill your cup.  I was happy with our older Hamilton beach maker but had to replace it and chose this model because of the internal storage tank. After cleaning it I noticed that it leaked coffee when a cup was pushed against the pour bar and thought it was a defective model. I returned it in exchange for a new one with no hassle.  Unfortunately, the replacement machine had the same issue and leaks each time coffee is released from the storage tank. The cause has to do with the fill mechanism where coffee grows out from the tank. Unfortunately, I’m not a mechanical engineer and can’t properly describe or fix it. Has Hamilton Beach issued a fix for this problem?  If not, I’d like my money back.",negative,"This is a nice coffee maker, easy to us BUT it has a design flaw that causes it to leak most of the times you fill your cup.  I was happy with our older Hamilton beach maker but had to replace it and chose this model because of the internal storage tank. After cleaning it I noticed that it leaked coffee when a cup was pushed against the pour bar and thought it was a defective model. I returned it in exchange for a new one with no hassle.  Unfortunately, the replacement machine had the same issue and leaks each time coffee is released from the storage tank. The cause has to do with the fill mechanism where coffee grows out from the tank. Unfortunately, I’m not a mechanical engineer and can’t properly describe or fix it. Has Hamilton Beach issued a fix for this problem?  If not, I’d like my money back.",nice coffee maker easy u design flaw cause leak time fill cup happy old hamilton beach maker replace choose model internal storage tank clean notice leak coffee cup push pour bar think defective model return exchange new one hassle unfortunately replacement machine issue leak time coffee release storage tank cause fill mechanism coffee grow tank unfortunately mechanical engineer properly describe fix hamilton beach issue fix problem like money back,69
5-Sep-19,Kmacc07,,"I had this coffee maker 2 months before it slowly started making less and less coffee. I fill up the water reservoir with 12 cups and I'm lucky if it makes more than 2 cups with all the water still sitting in the reservoir. I have cleaned it, unplugged it and plugged it back thinking it wasn't getting the message that I wanted a full pot and every day it makes a little less coffee. I have emailed Hamilton Beach and still no response. No help from Amazon either.",negative,"I had this coffee maker 2 months before it slowly started making less and less coffee. I fill up the water reservoir with 12 cups and I'm lucky if it makes more than 2 cups with all the water still sitting in the reservoir. I have cleaned it, unplugged it and plugged it back thinking it wasn't getting the message that I wanted a full pot and every day it makes a little less coffee. I have emailed Hamilton Beach and still no response. No help from Amazon either.",coffee maker month slowly start make less less coffee fill water reservoir 12 cup lucky make cup water still sit reservoir clean unplug plug back think get message want full pot every day make little less coffee email hamilton beach still response help amazon either,45
13-Jun-18,findagoodbuy,,"Update -- This was purchased less than 2 years ago.  It has sprung a major leak in the coffee tank and the coffee was all over the countertop.  Will not purchase another.  Had one of these before and love the convenience of just pushing the lever for hot coffee.  This one is just as nice, however, the 'keep hot' feature is very noisy and sounds as though it is still brewing.  Because of the noise, this product only got a four star as we feel it may have a much shorter life than the last Hamilton Beach Brew Station we purchased 6 years ago.  Was Easy to use and good coffee. --",negative,"Update -- This was purchased less than 2 years ago.  It has sprung a major leak in the coffee tank and the coffee was all over the countertop.  Will not purchase another.  Had one of these before and love the convenience of just pushing the lever for hot coffee.  This one is just as nice, however, the 'keep hot' feature is very noisy and sounds as though it is still brewing.  Because of the noise, this product only got a four star as we feel it may have a much shorter life than the last Hamilton Beach Brew Station we purchased 6 years ago.  Was Easy to use and good coffee. --",update purchase less year ago spring major leak coffee tank coffee countertop purchase another one love convenience push lever hot coffee one nice however keep hot feature noisy sound though still brew noise product get four star feel may much short life last hamilton beach brew station purchase year ago easy use good coffee,54
4-Nov-19,Jessica Brower,,"I am very disappointed in this coffee maker, I'm sorry to say. As others have said, I have learned other Hamilton Beach coffee makers, and was extremely satisfied with them, but not this one. First of all, the coffee is barely past lukewarm temperature, and don't bother trying to take a cup before it's done brewing, because then it's not even close to lukewarm! Secondly, you have to hold the unit when dispersing for coffee or it will slide. Also, it's takes a long time to brew and you have to pretty much guess when it's done. The ice coffee option is ok I guess, but that also takes a long time. I haven't had this 2 months and I'm already looking to buy another coffee pot, when I usually keep coffee pots for atleast 1 to 2 years! This needs a lot of work.",negative,"I am very disappointed in this coffee maker, I'm sorry to say. As others have said, I have learned other Hamilton Beach coffee makers, and was extremely satisfied with them, but not this one. First of all, the coffee is barely past lukewarm temperature, and don't bother trying to take a cup before it's done brewing, because then it's not even close to lukewarm! Secondly, you have to hold the unit when dispersing for coffee or it will slide. Also, it's takes a long time to brew and you have to pretty much guess when it's done. The ice coffee option is ok I guess, but that also takes a long time. I haven't had this 2 months and I'm already looking to buy another coffee pot, when I usually keep coffee pots for atleast 1 to 2 years! This needs a lot of work.",disappointed coffee maker sorry say others say learn hamilton beach coffee maker extremely satisfied one first coffee barely past lukewarm temperature bother try take cup do brewing even close lukewarm secondly hold unit disperse coffee slide also take long time brew pretty much guess do ice coffee option ok guess also take long time month already look buy another coffee pot usually keep coffee pot atleast year need lot work,70
11-May-16,L. B. Clark,,"REVISED: from 5 to 1 star! just over 1 year from buying this, it simply quit: lights are on but ""nobody home"" --- does not make coffee or even keep it warm any more. too bad. going back to analog: French press Leaving original review too: this is the 3rd or 4th one of these we bought (going back to 2003). we ""sold"" our sister-in-law after she stayed here. eventually the valve gets stuck, or some other problem occurs (after daily use), but NOT so as to think ""wow that didn't last long"". [NOTE BENE: We have changed our mind. this last one elicited exactly that response: ""WOW that didn't last long""] it keeps the coffee at the perfect temp without burning it. so convenient. and, best of all: it makes a GREAT cup of joe! this model has some improvements such as a variable time to stay on and a side water reservoir which are genuine improvements",negative,"REVISED: from 5 to 1 star! just over 1 year from buying this, it simply quit: lights are on but ""nobody home"" --- does not make coffee or even keep it warm any more. too bad. going back to analog: French press Leaving original review too: this is the 3rd or 4th one of these we bought (going back to 2003). we ""sold"" our sister-in-law after she stayed here. eventually the valve gets stuck, or some other problem occurs (after daily use), but NOT so as to think ""wow that didn't last long"". [NOTE BENE: We have changed our mind. this last one elicited exactly that response: ""WOW that didn't last long""] it keeps the coffee at the perfect temp without burning it. so convenient. and, best of all: it makes a GREAT cup of joe! this model has some improvements such as a variable time to stay on and a side water reservoir which are genuine improvements",revise star year buy simply quit light nobody home make coffee even keep warm bad go back analog french press leave original review 3rd 4th one buy go back 2003 sell sister law stay eventually valve get stick problem occurs daily use think wow last long note bene change mind last one elicit exactly response wow last long keep coffee perfect temp without burn convenient best make great cup joe model improvement variable time stay side water reservoir genuine improvement,80
31-May-19,JJM Jr,,"This is the second model Brewmaster I've owned, and I love the design.  But as others have reported, the warming cycle seems to maintain a ""brewing"", not ""keep warm"" temperature.  The coffee isn't quite boiling, but you can hear it ""hissing"", and if you don't pour the coffee shortly after brewing, I think it tastes burnt. This is actually my second unit.  I returned the first, and for the first week, the replacement was fine.  It brewed as usual, and then kept the coffee warm, without making noises. After a week, the replacement stopped kicking down into a warm cycle.  I measured the temperature after an hour, and you can see the temp of the heating element is 307.9 (recall water boils at 212). There are so many positive reviews, I'll try again, and will update my review assuming I get a ""good one"".",negative,"This is the second model Brewmaster I've owned, and I love the design.  But as others have reported, the warming cycle seems to maintain a ""brewing"", not ""keep warm"" temperature.  The coffee isn't quite boiling, but you can hear it ""hissing"", and if you don't pour the coffee shortly after brewing, I think it tastes burnt. This is actually my second unit.  I returned the first, and for the first week, the replacement was fine.  It brewed as usual, and then kept the coffee warm, without making noises. After a week, the replacement stopped kicking down into a warm cycle.  I measured the temperature after an hour, and you can see the temp of the heating element is 307.9 (recall water boils at 212). There are so many positive reviews, I'll try again, and will update my review assuming I get a ""good one"".",second model brewmaster own love design others report warm cycle seem maintain brewing keep warm temperature coffee quite boil hear hiss pour coffee shortly brew think taste burnt actually second unit return first first week replacement fine brew usual keep coffee warm without make noise week replacement stop kick warm cycle measure temperature hour see temp heating element 307 recall water boil 212 many positive review try update review assume get good one,73
18-Feb-21,Amazon Customer,,"We had the previous model and loved it. Like the improvements on this model, so we upgraded. There is a problem: the coffee dispense button leaks. Contacted HamiltonBeach,  and hopefully this is a one off. Edit: Nope seems to be a design defect. HB sent us a new machine, same problem. Still use it, but have to wipe the counter after every use. Shame, really liked the idea of it...",negative,"We had the previous model and loved it. Like the improvements on this model, so we upgraded. There is a problem: the coffee dispense button leaks. Contacted HamiltonBeach,  and hopefully this is a one off. Edit: Nope seems to be a design defect. HB sent us a new machine, same problem. Still use it, but have to wipe the counter after every use. Shame, really liked the idea of it...",previous model love like improvement model upgrade problem coffee dispense button leak contact hamiltonbeach hopefully one edit nope seem design defect hb send u new machine problem still use wipe counter every use shame really like idea,37
22-Nov-20,Charles J Lynn,One,"Leaks coffee down the front when you get some out. The drip tray catches most but not all, there's always some under the maker. Water condensation runs down the back when you open the top to refill it. Coffee gets warm but not as hot as most makers.",negative,"Leaks coffee down the front when you get some out. The drip tray catches most but not all, there's always some under the maker. Water condensation runs down the back when you open the top to refill it. Coffee gets warm but not as hot as most makers.",leak coffee front get drip tray catch always maker water condensation run back open top refill coffee get warm hot maker,21
9-Feb-20,Smokin Gun Labradors Kenosha WI,,"I have been chatting with Amazon CS for the past hour. 4 different reps and still no result. I am going to share on here now. Had the pot since Wednesday and when I push to start the coffee it goes to Ice Coffee, I push the button many many times until it finally goes to coffee. Today I tried to turn off the pot because it was empty. It would not allow me to shut it off. Beyond frustrated at this point.",negative,"I have been chatting with Amazon CS for the past hour. 4 different reps and still no result. I am going to share on here now. Had the pot since Wednesday and when I push to start the coffee it goes to Ice Coffee, I push the button many many times until it finally goes to coffee. Today I tried to turn off the pot because it was empty. It would not allow me to shut it off. Beyond frustrated at this point.",chat amazon c past hour different rep still result go share pot since wednesday push start coffee go ice coffee push button many many time finally go coffee today try turn pot empty would allow shut beyond frustrate point,39
7-Feb-16,prettypixels,,"So disappointed in this product!  So many positive reviews, but I have seen a few others echoing my experience so I don't think I'm alone.  The coffee when it is first made is just lukewarm, and bitter.  It doesn't heat properly until it's been on and brewed for about an hour, and who has that kind of time?  The idea is that the coffee is delicious and hot right away and stays that way.  If you don't have enough coffee in the carafe and leave it on (less than six cups), it will scorch the heating element inside.  Making a fresh pot is difficult when it's been on as everything inside, including the piece you remove to fill with water, is insanely hot and steamy and hot water everywhere.  I could probably work around the other issues IF the coffee when first brewed was fresh, hot, and delicious.  Sadly it is lukewarm and bitter.  So we will look for a better option.",negative,"So disappointed in this product!  So many positive reviews, but I have seen a few others echoing my experience so I don't think I'm alone.  The coffee when it is first made is just lukewarm, and bitter.  It doesn't heat properly until it's been on and brewed for about an hour, and who has that kind of time?  The idea is that the coffee is delicious and hot right away and stays that way.  If you don't have enough coffee in the carafe and leave it on (less than six cups), it will scorch the heating element inside.  Making a fresh pot is difficult when it's been on as everything inside, including the piece you remove to fill with water, is insanely hot and steamy and hot water everywhere.  I could probably work around the other issues IF the coffee when first brewed was fresh, hot, and delicious.  Sadly it is lukewarm and bitter.  So we will look for a better option.",disappointed product many positive review see others echo experience think alone coffee first make lukewarm bitter heat properly brew hour kind time idea coffee delicious hot right away stay way enough coffee carafe leave less six cup scorch heating element inside make fresh pot difficult everything inside include piece remove fill water insanely hot steamy hot water everywhere could probably work around issue coffee first brew fresh hot delicious sadly lukewarm bitter look good option,75
11-Dec-19,Steel Town,,"I regret purchasing this. It has a unique concept and it works in a way, it'll brew your coffee. But man, is it messy. This thing is a giant water leaker. It gets dirty way too fast, the parts are hard to clean. The part that it wants you to fill water with to place into the machine is always leaking water out. Apparently there's a beep when it's done? I've never heard it. It's just a messy device overall. I got this to replace a very old Mr. Coffee machine which was fluid to use and not have leaks and mess everywhere. This contraption is not worth the price for me and will be eventually looking to find a way to replace it.",negative,"I regret purchasing this. It has a unique concept and it works in a way, it'll brew your coffee. But man, is it messy. This thing is a giant water leaker. It gets dirty way too fast, the parts are hard to clean. The part that it wants you to fill water with to place into the machine is always leaking water out. Apparently there's a beep when it's done? I've never heard it. It's just a messy device overall. I got this to replace a very old Mr. Coffee machine which was fluid to use and not have leaks and mess everywhere. This contraption is not worth the price for me and will be eventually looking to find a way to replace it.",regret purchasing unique concept work way brew coffee man messy thing giant water leaker get dirty way fast part hard clean part want fill water place machine always leaking water apparently beep do never hear messy device overall get replace old mr coffee machine fluid use leak mess everywhere contraption worth price eventually look find way replace,57
29-Jan-21,Alexis Hanson,One,"I like the dispenser and that's the primary reason I chose this. True to all other reviews, the unit slides across the counter when pressing cup in for a fill. Also, over time, extreme leaking from the metal plate within the reservoir. As of the day I'm writing this, there's permanent damage to my countertop where the pot leaked enough coffee through this loosened plate to bow the laminate. Guess I'm switching back to a carafe coffee brewer. Dispenser feature isn't worth the cost of replacing countertops.",negative,"I like the dispenser and that's the primary reason I chose this. True to all other reviews, the unit slides across the counter when pressing cup in for a fill. Also, over time, extreme leaking from the metal plate within the reservoir. As of the day I'm writing this, there's permanent damage to my countertop where the pot leaked enough coffee through this loosened plate to bow the laminate. Guess I'm switching back to a carafe coffee brewer. Dispenser feature isn't worth the cost of replacing countertops.",like dispenser primary reason choose true review unit slide across counter press cup fill also time extreme leaking metal plate within reservoir day write permanent damage countertop pot leak enough coffee loosened plate bow laminate guess switch back carafe coffee brewer dispenser feature worth cost replace countertop,47
23-Nov-18,joel cortez,2,Coffeemaker worked fine for about 3 months and then nothing.  The warranty people are very not concern that i need my coffee every morning and so far i have not gotten my replacement after 17 days of reporting and paying shipping cost of 11.49 and submitting all required documents.  What a ripe off!  I know things break but they could have have send me another one by now... Still struggling.,negative,Coffeemaker worked fine for about 3 months and then nothing.  The warranty people are very not concern that i need my coffee every morning and so far i have not gotten my replacement after 17 days of reporting and paying shipping cost of 11.49 and submitting all required documents.  What a ripe off!  I know things break but they could have have send me another one by now... Still struggling.,coffeemaker work fine month nothing warranty people concern need coffee every morning far get replacement 17 day reporting pay ship cost 11 49 submit required document ripe know thing break could send another one still struggle,36
18-Apr-19,A. Kisner,One,"This is a horrible product. It burns and evaporates the coffee if you make more than one cup. It takes 6 cups of water to make 4 cups of coffee and it must be used right away or it continues to burn. Your second cup, 30 minutes later will be half a cup of burned coffee. This junk went in the trash after about a dozen uses. More garbage sold by Asia-zon.",negative,"This is a horrible product. It burns and evaporates the coffee if you make more than one cup. It takes 6 cups of water to make 4 cups of coffee and it must be used right away or it continues to burn. Your second cup, 30 minutes later will be half a cup of burned coffee. This junk went in the trash after about a dozen uses. More garbage sold by Asia-zon.",horrible product burn evaporate coffee make one cup take cup water make cup coffee must use right away continue burn second cup 30 minute later half cup burned coffee junk go trash dozen us garbage sell asia zon,38
15-May-21,CDC,,"I have purchased this item many times over (10+) over the years.  I loved it.  I always keep a spare in the basement.  I recently pulled out my spare and unfortunately it leaks from the bottom of the unit and there is no way to dispense coffee without making a big mess.  I purchased another and the same thing happened.  I did return that one since it was a recent purchase and I bought another which also leaks.  For whatever reason, this company has had ample time to work out the issues.  They have gone from great...to do not buy.",negative,"I have purchased this item many times over (10+) over the years.  I loved it.  I always keep a spare in the basement.  I recently pulled out my spare and unfortunately it leaks from the bottom of the unit and there is no way to dispense coffee without making a big mess.  I purchased another and the same thing happened.  I did return that one since it was a recent purchase and I bought another which also leaks.  For whatever reason, this company has had ample time to work out the issues.  They have gone from great...to do not buy.",purchase item many time 10 year love always keep spare basement recently pull spare unfortunately leak bottom unit way dispense coffee without make big mess purchase another thing happen return one since recent purchase buy another also leak whatever reason company ample time work issue go great buy,48
9-Oct-18,MT Legend,,"We have had the product for about 5 months and have experienced leaking issues.  If we fill the water tank with water and leave it on the brewer overnight for a timed brew in the morning there is usually some standing water on the counter near the unit.  If the water tank is filled and left sitting by itself, there appears to be no leaking. The spigot where the brewed coffee is dispensed leaks a few drops at a time.  We have to keep a large empty cup under the spigot at all times to catch the coffee drips so it does not overflow the small catch tray.  I cleaned the area heavily with vinegar and it did not help.  If you had a full pot of brewed coffee sitting in the unit and went away for a few days you might come home to 12 cups of coffee spilled out on your countertop. The unit is easy to use and brews a good cup of coffee, but the leaking is unacceptable.",negative,"We have had the product for about 5 months and have experienced leaking issues.  If we fill the water tank with water and leave it on the brewer overnight for a timed brew in the morning there is usually some standing water on the counter near the unit.  If the water tank is filled and left sitting by itself, there appears to be no leaking. The spigot where the brewed coffee is dispensed leaks a few drops at a time.  We have to keep a large empty cup under the spigot at all times to catch the coffee drips so it does not overflow the small catch tray.  I cleaned the area heavily with vinegar and it did not help.  If you had a full pot of brewed coffee sitting in the unit and went away for a few days you might come home to 12 cups of coffee spilled out on your countertop. The unit is easy to use and brews a good cup of coffee, but the leaking is unacceptable.",product month experience leaking issue fill water tank water leave brewer overnight timed brew morning usually stand water counter near unit water tank fill leave sitting appear leak spigot brew coffee dispense leak drop time keep large empty cup spigot time catch coffee drip overflow small catch tray clean area heavily vinegar help full pot brew coffee sit unit go away day might come home 12 cup coffee spill countertop unit easy use brew good cup coffee leaking unacceptable,79
14-Sep-20,billinwv,,"Brews good, flavor is good but it makes a mess every time it is used. You have to get the cup exactly right, or it dribbles down the front, collects under neath and its just messy. One can be really careful when filling the cup but it still dribbles. Would not buy it again.  Update - the dribbles end up on the counter, NOT in the drip pan. Update - see attached photo of typical mess after each use.",negative,"Brews good, flavor is good but it makes a mess every time it is used. You have to get the cup exactly right, or it dribbles down the front, collects under neath and its just messy. One can be really careful when filling the cup but it still dribbles. Would not buy it again.  Update - the dribbles end up on the counter, NOT in the drip pan. Update - see attached photo of typical mess after each use.",brew good flavor good make mess every time use get cup exactly right dribble front collect neath messy one really careful fill cup still dribble would buy update dribble end counter drip pan update see attached photo typical mess use,40
1-Apr-20,RL,,"This was purchased as a replacement.  My wife loves the dispenser.  However, the seal on the dispenser tends to start leaking after about 1 year.  Cleaning the unit with vinegar or coffee maker cleaner does not help.  So this is becoming a bit of a nuisance.  The next time the thing starts leaking badly, we will probably buy some other model.",negative,"This was purchased as a replacement.  My wife loves the dispenser.  However, the seal on the dispenser tends to start leaking after about 1 year.  Cleaning the unit with vinegar or coffee maker cleaner does not help.  So this is becoming a bit of a nuisance.  The next time the thing starts leaking badly, we will probably buy some other model.",purchase replacement wife love dispenser however seal dispenser tend start leaking year clean unit vinegar coffee maker cleaner help become bit nuisance next time thing start leak badly probably buy model,31
30-Jun-21,Nancy,,"When you insert your coffee mug to get coffee, pressing against the lever causes the whole unit to move.  You have to hold the unit with your hand at the top to stop it from sliding across the counter.  Putting you hand on the top to stop it from moving,  I found not doable as the top of the unit gets hot when in operation.  Poor design :(  I went back to my cusinart.  Much better coffee maker.  I would not recommend buying this at all.",negative,"When you insert your coffee mug to get coffee, pressing against the lever causes the whole unit to move.  You have to hold the unit with your hand at the top to stop it from sliding across the counter.  Putting you hand on the top to stop it from moving,  I found not doable as the top of the unit gets hot when in operation.  Poor design :(  I went back to my cusinart.  Much better coffee maker.  I would not recommend buying this at all.",insert coffee mug get coffee pressing lever cause whole unit move hold unit hand top stop slide across counter put hand top stop move find doable top unit get hot operation poor design go back cusinart much well coffee maker would recommend buy,43
12-May-20,Anna Farrell,,"I am incredibly disappointed with this coffee maker. I love the concept however, the first one I received I had to send back because the water chamber was leaking out of the bottom when I went to fill it. So amazon sent me a new one. 2 months later, I have a letter out to the company. It does not brew all the water in the chamber. It always leaves 2-4 cups of water in the chamber, in order to get it to brew it all I have to turn it off and back on. The coffee does not have a smooth coffee taste, no matter what brand coffee I use. And like many others it slides across my granite coffee top, so I have to hold the back of it in order to dispense the coffee. Again love the concept but I’ve had 2 of these coffee makers since February, and it is now May and I am looking for other products. Save your money or spend it elsewhere.",negative,"I am incredibly disappointed with this coffee maker. I love the concept however, the first one I received I had to send back because the water chamber was leaking out of the bottom when I went to fill it. So amazon sent me a new one. 2 months later, I have a letter out to the company. It does not brew all the water in the chamber. It always leaves 2-4 cups of water in the chamber, in order to get it to brew it all I have to turn it off and back on. The coffee does not have a smooth coffee taste, no matter what brand coffee I use. And like many others it slides across my granite coffee top, so I have to hold the back of it in order to dispense the coffee. Again love the concept but I’ve had 2 of these coffee makers since February, and it is now May and I am looking for other products. Save your money or spend it elsewhere.",incredibly disappointed coffee maker love concept however first one receive send back water chamber leak bottom go fill amazon send new one month later letter company brew water chamber always leave cup water chamber order get brew turn back coffee smooth coffee taste matter brand coffee use like many others slide across granite coffee top hold back order dispense coffee love concept coffee maker since february may look product save money spend elsewhere,73
6-Aug-19,Dkgoodman,,"I was hoping to get rid of the carafe.  Unfortunately, the coffee still comes in contact with a metal plate inside where the brewed coffee is stored; that last cup is very burnt.  At least with my carafe, I am able to take it off the hot plate and just nuke my last cup.  With this new coffee maker, this is not an option. I love being able to take the water reservoir off to fill and the design was very nice and easy to use/clean. But...I'm back to my old Hamilton Beach Coffee Maker which I've had for 3 yrs.",negative,"I was hoping to get rid of the carafe.  Unfortunately, the coffee still comes in contact with a metal plate inside where the brewed coffee is stored; that last cup is very burnt.  At least with my carafe, I am able to take it off the hot plate and just nuke my last cup.  With this new coffee maker, this is not an option. I love being able to take the water reservoir off to fill and the design was very nice and easy to use/clean. But...I'm back to my old Hamilton Beach Coffee Maker which I've had for 3 yrs.",hop get rid carafe unfortunately coffee still come contact metal plate inside brew coffee store last cup burnt least carafe able take hot plate nuke last cup new coffee maker option love able take water reservoir fill design nice easy use clean back old hamilton beach coffee maker yr,49
26-Sep-20,DoveandRaven,,"I purchased 3 of these... One for our new home, one for my sister and one for my daughter. All three at about the year mark - began just leaking water everywhere from the bottom. Could be made with sturdier materials - I would say that... but super disappointing because its a great machine - UNTIL IT FLOODS the whole counter consistently. Buy but don't expect it to last.",negative,"I purchased 3 of these... One for our new home, one for my sister and one for my daughter. All three at about the year mark - began just leaking water everywhere from the bottom. Could be made with sturdier materials - I would say that... but super disappointing because its a great machine - UNTIL IT FLOODS the whole counter consistently. Buy but don't expect it to last.",purchase one new home one sister one daughter three year mark begin leaking water everywhere bottom could make sturdy material would say super disappointing great machine flood whole counter consistently buy expect last,33
