Restaurant,Reviewer,Review,Metadata,Time,Pictures,7514,sentiment,cleaned_text
Paradise,Raj Mondal Raj Mondal,Good service and all food very good taste......Biryani super looking and my family is very happy thank u so much so come for again paradise gachibowli.,"1 Review , 1 Follower",5/11/2019 3:18,0,,positive,good service food good taste biryani super look family happy thank much come paradise gachibowli
Paradise,Pujitha,Good food and ambience good servise staff was good and food and servise both are good i had veg biriyani its relly good come again and again,"2 Reviews , 6 Followers",5/10/2019 22:48,0,,positive,good food ambience good servise staff good food servise good veg biriyani relly good come
Paradise,Rathod Sangeetha,"Chiken musallam was really good and in dat we had keema also ...nice flavour..loved it .next time definently i would like to come with my family.
Toofan served us and he is really amazing guy...lovely person..nice to meet him.","1 Review , 2 Followers",5/10/2019 22:29,0,,positive,chiken musallam really good dat keema also nice flavour love next time definently would like come family toofan serve u really amazing guy lovely person nice meet
Paradise,Dinesh Chandra,"Experienced the best haleem here. Murg Musalam taste was good. Service was awesome, they were too respectable. Good ambiance. I recommend to my family and friends.","2 Reviews , 34 Followers",5/10/2019 22:26,0,,positive,experience best haleem murg musalam taste good service awesome respectable good ambiance recommend family friend
Paradise,Ihita Singh,Nyc restaurant.. should come and taste haleem .. even veg is sooo good .. there is scope of imporvement.. good management and staff is also good ..,"1 Review , 2 Followers",5/10/2019 21:53,0,,positive,nyc restaurant come taste haleem even veg sooo good scope imporvement good management staff also good
Paradise,Chalapathi Chalapathi,"It's is very tasty and very good for health,haleem is very yummy.And the atmosphere is also very good loved the place better to try this place.","1 Review , 5 Followers",5/10/2019 21:52,0,,positive,tasty good health haleem yummy atmosphere also good love place well try place
Paradise,Suman Maskapuram,"Very tasty, specially biryani we are satisfied , service is very good, I suggest you come can try it had a great time here had a good sense of humour to the staff",1 Review,5/10/2019 21:35,0,,positive,tasty specially biryani satisfied service good suggest come try great time good sense humour staff
Flechazo,Vivek Vuppala,We were 4 people who visited this place on Thursday night....Ambience and service are good .Food is disappointed.Not worth for money we pay.,"2 Reviews , 40 Followers",5/24/2019 21:17,0,,negative,people visit place thursday night ambience service good food disappoint worth money pay
Flechazo,Teju Winni,Starters were very tastiest. Good place to choose and the ambience is amazing. I especially loved it. Sourav ismial had served us with pleasure.,1 Review,5/23/2019 14:59,0,,positive,starter tastiest good place choose ambience amaze especially love sourav ismial serve u pleasure
Flechazo,Karthik Chanda,"Best Restaurant with great food, Satyajit & Team was fabulous....Must visit place...Starters are good...Need to improve in desserts especially icecreams.",1 Review,5/22/2019 23:18,0,,positive,best restaurant great food satyajit team fabulous must visit place starter good need improve dessert especially icecreams
Flechazo,Samujjwal Baruah,"Would have rated 6, +1 for the music, had it not played a Justin Bieber song! Awesome service, great food!
An waiter refused to take any tip!!!","2 Reviews , 2 Followers",5/22/2019 16:01,0,,positive,would rat music play justin bieber song awesome service great food waiter refuse take tip
Flechazo,Simhadri Srikanth Gupta,"Had a great time. Great service. Polite and professional. Starters are too good. Excellent main course.. Overall wonderful experience..
Satyajeet, Alok, Jayanth.. Team are excellent",1 Review,5/21/2019 21:42,0,,positive,great time great service polite professional starter good excellent main course overall wonderful experience satyajeet alok jayanth team excellent
Flechazo,Krishna Sahi,Awesome food. Mr Sabir ambience is really nice. Everything about flechazo forces to visit this place again. Kudos. This is my fourth visit. Always it is improving.,1 Review,5/21/2019 16:06,0,,positive,awesome food mr sabir ambience really nice everything flechazo force visit place kudos fourth visit always improve
Flechazo,Malathi Yarra,"Sabir-Service is extremely good. He is very courteous and fantastic. Nice ambience and super starters.. Awesome food overall.
Recommends this restaurant.. Please try out","1 Review , 10 Followers",5/21/2019 13:58,0,,positive,sabir service extremely good courteous fantastic nice ambience super starter awesome food overall recommend restaurant please try
Flechazo,Satyajit Ray,This place Is very nice food was awasome guys are very good.we are visiting flehazo restaurant that's lovely place.i think this place is very good place.,1 Review,5/21/2019 2:48,0,,positive,place nice food awasome guy good visit flehazo restaurant lovely place think place good place
Flechazo,Sg.durgam,It was my birthday and I had a wonderful first experience. Jayant accompanied us with all the best starters both veg and non veg and made us very comfortable. Me and my wife had a wonderful lunch on my special day. Loved the place and foood is awesome ☺️😍,"1 Review , 2 Followers",5/20/2019 14:41,0,,positive,birthday wonderful first experience jayant accompany u best starter veg non veg make u comfortable wife wonderful lunch special day love place foood awesome
Flechazo,Deb,Services jayanta are wonderful. Starters are very good to start with mango flavour prawns adds classic mango taste. Wish pizza is also good for different pizza lovers. Overall a fantastic experience.,"7 Reviews , 4 Followers",5/19/2019 22:08,0,,positive,service jayanta wonderful starter good start mango flavour prawn add classic mango taste wish pizza also good different pizza lover overall fantastic experience
Flechazo,Ritushree Goswami,The ambience is awesome.. love the service and the staff here ... The variety of starters and desserts are yumm and it is a pleasure evenin.. The service by Jayanta at Flechazo Gachibowli was awesome and very warm😍,"1 Review , 21 Followers",5/19/2019 21:55,0,,positive,ambience awesome love service staff variety starter dessert yumm pleasure evenin service jayanta flechazo gachibowli awesome warm
Flechazo,Raja Vamsi,Sabir excellent service panner verry good v kabab nice. In the main course dal was very tasty. Coconut noodels was mouth watering. In the desserts gulab jamun was very yum,"1 Review , 1 Follower",5/19/2019 21:19,0,,positive,sabir excellent service panner verry good kabab nice main course dal tasty coconut noodels mouth watering dessert gulab jamun yum
Flechazo,Saurabh Mishra,"Good food, good service, value for money, friendly staff, Sabir, one of the staff members was at our service, did great job. It has a splendid menu, both in non veg, n veg. P","6 Reviews , 1 Follower",5/19/2019 21:09,0,,positive,good food good service value money friendly staff sabir one staff member service great job splendid menu non veg veg
Flechazo,Swastika Sarangi,We had a great time here.. Staffs are vry polite and friendly.. Especially Jayant was very nice to us.. overall food was good.. Highly recommend.,"2 Reviews , 19 Followers",5/19/2019 20:57,0,,positive,great time staff vry polite friendly especially jayant nice u overall food good highly recommend
Flechazo,Swayam Siddha Panda,I have given my b'day treat to my friends. Guys! It's an awesome place to dine. Their Starters are so good to have. We had great time with Jayant.,"1 Review , 1 Follower",5/19/2019 20:56,0,,positive,give day treat friend guy awesome place dine starter good great time jayant
Flechazo,Giri S,"Hi
This time, we are not satisfied in flechazo.. Starters are not much hot.. most of them are room temparature or little warm.. we have asked for fish starter.. we got only two pieces.. bbq wings are not good.. tooo hard... mango chilli prawns not much tasty... only maida coating smell.. no flavour nothing... we are not happy with flechazo, gachibowli...",4 Reviews,5/19/2019 17:06,0,,negative,hi time satisfy flechazo starter much hot room temparature little warm ask fish starter get two piece bbq wing good tooo hard mango chilli prawn much tasty maida coat smell flavour nothing happy flechazo gachibowli
Flechazo,Gayathri Ravinder,"Wide spread buffet, taste is good too, courteous staff very polite. We had a family dinner there and all of us had a lovely time especially kids love the live counters.","1 Review , 1 Follower",5/19/2019 14:58,0,,positive,wide spread buffet taste good courteous staff polite family dinner u lovely time especially kid love live counter
Flechazo,Rahul Kolli,"The starters were good . Especially mutton starter , They are many varieties in Chicken then other items .
The ambience is so good and the staff is great .
Jayanta service was very good and food was on time. Thanks to them .","1 Review , 1 Follower",5/16/2019 21:18,0,,positive,starter good especially mutton starter many variety chicken item ambience good staff great jayanta service good food time thanks
Flechazo,Sneha Battula,"Flechazo brings together two culinary regions of the the world- The Mediterranean and Asian. It has a minimalistic ambiance with maximised seating which serves as an ideal place for celebration or office gatherings.

Food shots on the conveyor belt has got an amazing response from the customers dining in. Gol Gappas, kachoris and the chaat options are a fun factor that makes up for the DIY concept to the table.

Starters: Stuffed Mushroom is a good option and Veg tempura is well balanced in its spice content.
Main course: You will have a whale of time picking out options in biryani, rice and curries. Leave some space for the pasta though.
Dessert: This section gives a whole new meaning to the term ""spoilt for choice"".

This place is indeed a foodie's delight.","76 Reviews , 860 Followers",5/14/2019 12:03,0,,positive,flechazo bring together two culinary region world mediterranean asian minimalistic ambiance maximised seat serve ideal place celebration office gathering food shot conveyor belt get amazing response customer din gol gappas kachoris chaat option fun factor make diy concept table starter stuff mushroom good option veg tempura well balance spice content main course whale time pick option biryani rice curry leave space pasta though dessert section give whole new meaning term spoilt choice place indeed foodie delight
Flechazo,Bhuvan Reddy,I was there on the Mother’s Day and food was amazing . service by Jayanta ggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggd,"1 Review , 44 Followers",5/12/2019 22:14,1,,positive,mother day food amaze service jayanta ggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggd
Flechazo,Sailaja,"Love dis place...
Good in terms of ambience,food & hospitality


Live pizza & smokey ice cream are best...

Highlight was dance steps by the staff for birthday celebrations...","4 Reviews , 1 Follower",5/12/2019 1:13,0,,positive,love dis place good term ambience food hospitality live pizza smokey ice cream best highlight dance step staff birthday celebration
Flechazo,Ketan SPatil,"Good food
Nice experience

Haleem missing was a bit of disappointment serves so good jayanta ggggggggggggggggggghhhggggggggggggggggggggggggggg",1 Review,5/11/2019 22:40,0,,positive,good food nice experience haleem miss bit disappointment serf good jayanta ggggggggggggggggggghhhggggggggggggggggggggggggggg
Flechazo,Abhishek Guha,Excellent service and ambience and very friendly staff. Thank you Ranjan and Sadddam and Raja for the wonderful service. Will surely visit for a fun time again,1 Review,5/11/2019 21:48,0,,positive,excellent service ambience friendly staff thank ranjan sadddam raja wonderful service surely visit fun time
Flechazo,PRATIK KALE,Md. Sabir is very good at service. Must try this place if you're nearby.. staff is very professional polite and friendly. They'll make you feel comfortable,3 Reviews,5/11/2019 21:24,0,,positive,md sabir good service must try place nearby staff professional polite friendly make feel comfortable
Flechazo,Harshith Batchu,"Good place to hang out with friends , the panipuri on the conveyer belt and making your own pizza are the main highlights for this place....",1 Review,5/11/2019 16:12,0,,positive,good place hang friend panipuri conveyer belt make pizza main highlight place
Flechazo,Vidhatri Reddy,An decent buffet ranging from your own customised pizza to the amazing starters. The place was crowdy even on a week day. Servers and chefs taking personalised comments on food delivered was very satisfying. But the finger food on conveyor belt was cold. The pizza needs flavour and tom yum soup is real disappointment. Couldn’t get to main course but the spread seemed interesting. Would love to visit again.,"16 Reviews , 55 Followers",5/11/2019 11:21,0,,positive,decent buffet range customised pizza amazing starter place crowdy even week day server chef take personalised comment food deliver satisfying finger food conveyor belt cold pizza need flavour tom yum soup real disappointment get main course spread seem interesting would love visit
Flechazo,Shaayar Shaik,"Place was good for starters and mocktails.
Shabir was handy in service.
Pasta was to the top notch
Prawns were good.
Deserts are love. Must try their mini gulab jamun","1 Review , 84 Followers",5/8/2019 21:34,0,,positive,place good starter mocktails shabir handy service pasta top notch prawn good desert love must try mini gulab jamun
Flechazo,Shiva Sunny,"one of the best place in terms of hospitality, food and ambience. 
Everything was superb.

Staters 5/5
ambience 5/5
main course 5/5
desserts 5/5

best of the buffet is their live counter pizza and smoky ice cream.

It has to be in ur list definitely.","46 Reviews , 59 Followers",5/8/2019 10:08,6,,positive,one best place term hospitality food ambience everything superb stater ambience main course desserts best buffet live counter pizza smoky ice cream ur list definitely
Flechazo,Krish Bhattacharyya,"4 stars:
Pros:
1.variety of starters
2.option to make pizza,pasta by your own hands
3.good biryani in main course(a rareity now a days!!!)
4.atleast 8 items in desert(the jalebi was specifically good)
5.staff behaviour

Cons:
1.only one soft-drink avialiable,for every day one flavour,so if you are unlucky u have to drink orange juice if you go on tuesday even if u dont like it
2.no hard drinks available

Overall a very nice experience, go and enjoy!!!","4 Reviews , 4 Followers",5/7/2019 11:31,5,,positive,star pros variety starter option make pizza pasta hand good biryani main course rareity day atleast item desert jalebi specifically good staff behaviour con one soft drink avialiable every day one flavour unlucky drink orange juice go tuesday even dont like hard drink available overall nice experience go enjoy
Flechazo,Kiran Kumar Lc,Loved the food here especially baby potato in harissa and sweet chilli barbeque prawn is must try in starters and smoked paan ice is just wow. Mini pizza and pasta is also good here.Thankew Sabir for your awesome service and helping us pick d best one. Had a good dining 😀,"3 Reviews , 2 Followers",5/5/2019 22:21,1,,positive,love food especially baby potato harissa sweet chilli barbeque prawn must try starter smoke paan ice wow mini pizza pasta also good thankew sabir awesome service help u pick best one good dining
Flechazo,Raj Rathod,"Nice place to visit beautiful ambiance and the service Jayanth, Hasihul and Kushal is awesome,
Finally the taste wonderful we are very happy..","1 Review , 2 Followers",5/5/2019 14:10,0,,positive,nice place visit beautiful ambiance service jayanth hasihul kushal awesome finally taste wonderful happy
Flechazo,Rajesh Sudini,Liked the starters and service jayanta kusul hasebul so good ggggggghhhggggggggggggggggggggggggggggggggggggggggggggggggghhhhhhhhhhhhhhgggggggggggg,"1 Review , 3 Followers",5/4/2019 22:59,0,,positive,like starter service jayanta kusul hasebul good ggggggghhhggggggggggggggggggggggggggggggggggggggggggggggggghhhhhhhhhhhhhhgggggggggggg
Flechazo,Tejasvi Sonkusare,"I loved the food variety. You will get a lot of variety in snacks here. All are lip smacking I bet. The best thing I liked this place is the people serving here. You'll get to experience that personal touch. With every course of meal they take your feedback on how did you like the food, any changes they can make to improve. You can also come here to celebrate your special occasions, they provide cake and also play music for you. We had Mr. Jayanta as our host. He was super humble and served nicely. A big yes for this place!!!",1 Review,5/4/2019 22:27,0,,positive,love food variety get lot variety snack lip smack bet best thing like place people serve get experience personal touch every course meal take feedback like food change make improve also come celebrate special occasion provide cake also play music mr jayanta host super humble serve nicely big yes place
Flechazo,Vudugula Sai Anvesh,Services is so good jayanta hasebul kusul has so good gggggggggggggggggggggggggggggggggggggjhhghhhhghhgghhghhhgghhggghhhghhggghhgggggggffgghgg,"2 Reviews , 73 Followers",5/4/2019 15:55,0,,positive,service good jayanta hasebul kusul good gggggggggggggggggggggggggggggggggggggjhhghhhhghhgghhghhhgghhggghhhghhggghhgggggggffgghgg
Flechazo,Amulya Mallidi,"This is one place that provides a very good buffet for the price that you pay. The quality of food is great. They maintain a variety of items across each course.
The fish served as a part of starters was the best I had eaten in a very long time.
Mutton kheema with masala kulcha also deserves a special mention.
The service is good and the staff is courteous too.
But sadly, despite giving clear instructions about the celebrations we had planned at the end, they had messed up with making the arrangement for 2 cakes which they had agreed to provide. This was disappointing and could have been avoided.","3 Reviews , 4 Followers",5/4/2019 15:41,3,,positive,one place provide good buffet price pay quality food great maintain variety item across course fish serve part starter best eat long time mutton kheema masala kulcha also deserve special mention service good staff courteous sadly despite give clear instruction celebration plan end mess make arrangement cake agree provide disappointing could avoid
Flechazo,Deep Sanghani,"Soothing Ambience, admirable hospitality by shabir and buffet was delicious in every section,perfect place for family, friends and office colleagues.",3 Reviews,5/4/2019 15:36,1,,positive,soothe ambience admirable hospitality shabir buffet delicious every section perfect place family friend office colleague
Flechazo,Purnachandra Rao,Very good taste and lot of items. Excellent service. Jayanta hasubul kusul gggggggghhhhhhhhhgggggggggggggggggggggggggggggggggggggggggggggggggg,"2 Reviews , 1 Follower",5/4/2019 14:54,0,,positive,good taste lot item excellent service jayanta hasubul kusul gggggggghhhhhhhhhgggggggggggggggggggggggggggggggggggggggggggggggggg
Flechazo,David Aseer,"Pleasant experience - good food and excellent service. Courteous staff - Jayanta and Kusal, hasibul Gggggggggggggggggggggggggggggggggggggggggg","1 Review , 1 Follower",5/4/2019 14:27,0,,positive,pleasant experience good food excellent service courteous staff jayanta kusal hasibul gggggggggggggggggggggggggggggggggggggggggg
Flechazo,Prasyam Kande,Good Service...Hygenic Food...JAYANTA....KUSHAL...HASEBUL GGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGGYGGGYGGYYYYGGGGGGGGGGHH,2 Reviews,5/4/2019 13:58,0,,positive,good service hygenic food jayanta kushal hasebul ggggggggggggggggggggggggggggggggggggggggggggggggggggggggggggygggyggyyyygggggggggghh
Flechazo,Vivek Singh,Food is quite awesome. Service provided by jayanta and kushal hasubul were quite good. Ggggggggggggggggggggghghhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,1 Review,5/4/2019 13:46,0,,positive,food quite awesome service provide jayanta kushal hasubul quite good ggggggggggggggggggggghghhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh
Flechazo,Rudra Prathap Dupam,Ambience is awesome especially Faijul service is good and friendly :) it is a good place for team outing.. overall we had a good experience and fun,"1 Review , 1 Follower",5/3/2019 13:57,0,,positive,ambience awesome especially faijul service good friendly good place team out overall good experience fun
Flechazo,Rupayan Banerjee,It is seldom you see a restaurant with 4.9 rating. My friend and I had come with great expectations. But the restaurant didn't manage to live up to any of it. Even the 2 rating is because the staff was very polite and we had no complains there. Coming to the food: the sushi isn't good. The chef isn't aware that you don't give mayonnaise on sushi but wasabi. The starters were okay and we didn't repeat anything. In spite of being non vegetarians the only item we liked was the crispy corn. Then in aglio olio they used macaroni. The main course had a terrible array of dishes. And none was good. The biriyani had no chicken. The couscous salad had just quinoa and olives. The chocolate ice cream had an overdose of milk. All in all a very forgettable experience. However to reiterate the staff was good and after we politely told him about our experience he insisted on providing something special.,"11 Reviews , 80 Followers",5/1/2019 22:57,0,,negative,seldom see restaurant rating friend come great expectation restaurant manage live even rating staff polite complains come food sushi good chef aware give mayonnaise sushi wasabi starter okay repeat anything spite non vegetarian item like crispy corn aglio olio use macaroni main course terrible array dish none good biriyani chicken couscous salad quinoa olives chocolate ice cream overdose milk forgettable experience however reiterate staff good politely tell experience insist provide something special
Flechazo,Surya Prathipati,"I visited Flechazo today with my family. The ambiance is very pleasant. The service provided by Ranjit and Ramjan was excellent. Food was nice we have several options for starters, especially I liked fish starters very much. Main course is also very good. Coming to desserts I love the Ice cream they made on the spot. This provides several food options in all starters, main and desserts. One the best place to try with family.","1 Review , 1 Follower",5/1/2019 21:43,0,,positive,visit flechazo today family ambiance pleasant service provide ranjit ramjan excellent food nice several option starter especially like fish starter much main course also good come dessert love ice cream make spot provide several food option starter main desserts one best place try family
Flechazo,Santosh Kumar,Good Food and Friendly staff..Mehrul & Sourab have been best . Best Buffet in town. Fish in starters and Rabdi in desserts are to be tasted must.,"1 Review , 1 Follower",5/1/2019 20:43,0,,positive,good food friendly staff mehrul sourab best best buffet town fish starter rabdi dessert taste must
Flechazo,Haritha Bompelli,"very polite service done by shabir, starters Korean tossed chicken, oriental Devilled prawns were excellent. Veg flexhazo style crispy corn is good too",1 Review,5/1/2019 20:27,0,,positive,polite service do shabir starter korean toss chicken oriental devil prawn excellent veg flexhazo style crispy corn good
Flechazo,Esta Philips,"Apart from the starters; the main course, dessert, the wonky table we sat on was just a big disappointment. The ice cream was made with just cream and chocolate sauce with dry ice and that is not good.","1 Review , 1 Follower",5/1/2019 14:14,0,,negative,apart starter main course dessert wonky table sit big disappointment ice cream make cream chocolate sauce dry ice good
Flechazo,Harsha.thamma,"Very mild and refreshing taste. Best for starters and deserts. Thanks to Ramzan, Ranjit and Pritam for helping out with the dishes and continued follow up with the taste of the dishes.",1 Review,4/30/2019 22:18,0,,positive,mild refresh taste best starter desert thanks ramzan ranjit pritam help dish continue follow taste dish
Flechazo,Sahul Kumar,"The food was amazing with good ambiance, the staff was very friendly, totally worth the visit. especially Ranjit and pritam we're too good at their job and concerned about their costumers. Visiting here again when in gachibowli.","3 Reviews , 2 Followers",4/30/2019 20:25,0,,positive,food amaze good ambiance staff friendly totally worth visit especially ranjit pritam good job concern costumer visit gachibowli
Flechazo,Pratyusha972,"Went with a group of 9 people for buffet. The place had nice ambience and excellent food .@Hamid and @kushal’s service was impressive, they even danced with us. It was a really fun experience.","1 Review , 1 Follower",4/29/2019 22:33,0,,positive,go group people buffet place nice ambience excellent food hamid kushal service impressive even dance u really fun experience
Flechazo,Navyasri Reddy,Food is awesome here. Had a lot of fun with friends and the service (hamit and koshal) is really good. Starters and desserts are very good here. Ambience is also good.,"1 Review , 2 Followers",4/29/2019 22:32,0,,positive,food awesome lot fun friend service hamit koshal really good starter dessert good ambience also good
Flechazo,Sreeja Kamishetty,Wonderful service and food. Great care by Hamid and kaushal at the table. Enjoyed birthday celebration of my friend. Pizza making experience👌,1 Review,4/29/2019 22:32,0,,positive,wonderful service food great care hamid kaushal table enjoy birthday celebration friend pizza make experience
Flechazo,Snehalakshmi Vijayanandan,excellent service by shabir... Starters were very good. especially the oriental devilled prawns. the Ambience of the place was lovely. staff were very polite. overall experience 5/5,1 Review,4/29/2019 21:37,0,,positive,excellent service shabir starter good especially oriental devilled prawn ambience place lovely staff polite overall experience
Flechazo,Shilpa Prusty,"This place serves buffet for lunch..It is a value for money dine restaurant.Although they claim to be a Mediterranean resto,most of the items served were that of Indian..So , don't go by its name.The service is really good and the chef personally asks your preference and feedback. The complimentary starter can be improved..One thing I liked here is the option for vegetarians.Veg starters were plenty ,be it be live counter or the ones served at table.Cajun potato,corn , pineapple,paneer ,kebab are to name a few.All were good.They serve MOMO ,pasta,pizza too in the counters.
Main course was nice too and had good variety of curries.
Dessert spread was huge . Overall ,a good place.Hope they maintain the same variety at the same cost.","70 Reviews , 169 Followers",4/29/2019 12:02,0,,positive,place serve buffet lunch value money dine restaurant although claim mediterranean resto item serve indian go name service really good chef personally ask preference feedback complimentary starter improve one thing like option vegetarian veg starter plenty live counter one serve table cajun potato corn pineapple paneer kebab name good serve momo pasta pizza counter main course nice good variety curry dessert spread huge overall good place hope maintain variety cost
Flechazo,Ajay Siriki,Service is excellent. Fodd tasted very nice. Ranjit and romjan served to the best. They are polite and friendly. Will visit agian. Ambience is excellent.,"1 Review , 34 Followers",4/28/2019 22:12,0,,positive,service excellent fodd taste nice ranjit romjan serve best polite friendly visit agian ambience excellent
Flechazo,Vamsi Krishna,"Sabir kusal and jaki...Service was excellent , Starter , especially Veg was delicious. We had a great experience with live counters. Desserts were mouthwatering. Overall we we're happy with the atmosphere","1 Review , 1 Follower",4/28/2019 21:40,0,,positive,sabir kusal jaki service excellent starter especially veg delicious great experience live counter dessert mouthwatering overall happy atmosphere
Flechazo,Rajat,"Mr Anup and his team have done a wonderful job and it means a lot to us for celebrating birthday and the best dishes for delivering. We will happy to come here again.

Thank u guys for your humbleness towards customer.",1 Review,4/28/2019 21:03,0,,positive,mr anup team do wonderful job mean lot u celebrate birthday best dish deliver happy come thank guy humbleness towards customer
Flechazo,Dinesh Jordan,"Went here for lunch, it's bit different than usual bbq buffets starters were impressive, service was good. You will get wood fire pizza here, due to heavy crowd when I went the pizza was not baked properly. They can improve in dessert section. Rest all are good and different than regular buffets.","15 Reviews , 46 Followers",4/28/2019 16:27,0,,positive,go lunch bite different usual bbq buffet starter impressive service good get wood fire pizza due heavy crowd go pizza bake properly improve dessert section rest good different regular buffet
Flechazo,Vamshi Kishore,"Starters are very good ...on the whole it was delicious and sumptuous buffet... service is really good, especially from one Mr.Jayanta. hasubul",1 Review,4/28/2019 15:43,0,,positive,starter good whole delicious sumptuous buffet service really good especially one mr jayanta hasubul
Flechazo,Sreekanthrao Banda,"Had great fun with kids, family exceptional hospitality especially Ranjit.Good variety food.worth place to have buffet with family.priced good","2 Reviews , 1 Follower",4/28/2019 15:33,0,,positive,great fun kid family exceptional hospitality especially ranjit good variety food worth place buffet family price good
Flechazo,Nalin Periwal,Avinash and Apurna was very corteous to serve and the place was friendly with the chef coming to make sure that they are able to serve something different on your plate and make your experience worth while.,"4 Reviews , 3 Followers",4/27/2019 16:21,0,,positive,avinash apurna corteous serve place friendly chef come make sure able serve something different plate make experience worth
Flechazo,Sumedha Torati,Had good experience here with a new concept of serving food and making your own pizza. Service from Mr.Avinash is superb and overwhelmed to have been attended who served us food till we were full and content.,"1 Review , 1 Follower",4/27/2019 16:05,0,,positive,good experience new concept serve food make pizza service mr avinash superb overwhelm attend serve u food till full content
Flechazo,Radhakrishna Chava,Nice ambience . Tasty food. Excellent serice by Romjan and Ranjith. My daughter enjoyed making her own pizza and other stalls also good. Thanks.,"1 Review , 6 Followers",4/27/2019 15:16,0,,positive,nice ambience tasty food excellent serice romjan ranjith daughter enjoy make pizza stall also good thanks
Flechazo,Chandu Reddy.,"Great experience! GREAT SERVICE AND FOOD!
AUP SANJIT JAKIRUL WERE EXCELLENT AT SERVICE!
There are some exotic food that is a must try thing at flechazo like prawn orange shots",1 Review,4/27/2019 15:15,0,,positive,great experience great service food aup sanjit jakirul excellent service exotic food must try thing flechazo like prawn orange shot
Flechazo,Lavanya,"The service is excellent ,special thanks for ranjith and ramjan awsome ,again i just wat to visit again and again thank you alll ,great service",1 Review,4/27/2019 13:35,0,,positive,service excellent special thanks ranjith ramjan awsome wat visit thank alll great service
Flechazo,Praveen,"Very nice food and an excellent service! Had a great time here! Highly recommend for parties!
Anup, Arumay and Zakir - thanks guys for a great service!",2 Reviews,4/26/2019 22:59,0,,positive,nice food excellent service great time highly recommend party anup arumay zakir thanks guy great service
Flechazo,Ketki Shrivastava Bhagat,"Great place and wonderful hospitality. We were served by Ranjit and Ramzan and they are truly sincere and great hosts. Food is good, a must visit!","13 Reviews , 63 Followers",4/26/2019 22:47,0,,positive,great place wonderful hospitality serve ranjit ramzan truly sincere great host food good must visit
Flechazo,Shilpa Jain,"This is just great place. The variety of veg starters are great and value add on is pizza and pasta. The sushi in starters were for the first time I had and this is great. Jayant and Purna were great host. Hasebul, the captain, takes care of everyone very well. 😁😁",1 Review,4/26/2019 22:24,0,,positive,great place variety veg starter great value add pizza pasta sushi starter first time great jayant purna great host hasebul captain take care everyone well
Flechazo,Vedaprakash Y,"Prawns here are really tasty, even veg kekab crispy corn and all other starts are tasty. Even I liked main course especially egg masala ... Service provided by Jayanth is hasubul purno plesant ... Overall nice place to freakout...and celebrate ur memorable occasions.. thanks to flechazo...","3 Reviews , 1 Follower",4/26/2019 22:15,0,,positive,prawn really tasty even veg kekab crispy corn start tasty even like main course especially egg masala service provide jayanth hasubul purno plesant overall nice place freakout celebrate ur memorable occasion thanks flechazo
Flechazo,Hena R,"Had wonderful food and good ambience..specially loved the dance by staff...great hospitality..three cheers...Romjana and Ranjith are great ppl..they know how to treat Thier customers well .. excellent job keep it up.,..Hena Rasthapuram",1 Review,4/26/2019 22:09,0,,positive,wonderful food good ambience specially love dance staff great hospitality three cheer romjana ranjith great ppl know treat thier customer well excellent job keep hena rasthapuram
Flechazo,Epicure,"I feel veg starters shud be improvised, we had mushroom, sweetcorn( which were very dry), kebab ( not properly cooked) n few others starters. They are not that tasty n didnot make a wow impact. Fish starter was awesome, prawn should be cooked more, chicken tikka was ok. Overall not convinced much with taste of starters. Maincourse was far better than starters and desserts were also ok. Can definitely visit but not with huge expectations on taste.","61 Reviews , 26 Followers",4/26/2019 16:45,9,,positive,feel veg starter shud improvise mushroom sweetcorn dry kebab properly cook others starter tasty didnot make wow impact fish starter awesome prawn cook chicken tikka ok overall convince much taste starter maincourse far good starter dessert also ok definitely visit huge expectation taste
Flechazo,Goutham Konka,It was a great experience coming here for the first time. Mr. Sabir has served us really well. Would suggest Everyone to visit here at least once.,"3 Reviews , 173 Followers",4/26/2019 13:31,0,,positive,great experience come first time mr sabir serve u really well would suggest everyone visit least
Flechazo,Sathish Krishnan,"Food has always been good in Flechazo. Good varieties of starters with unlimited serves. Smoking cold ice cream is a must have experience.

What makes Flechazo is their friendliness and service. Celebrated my son’s and wife’s birthdays here, was so much fun with friends.

Special thanks to their team, Jayanta, Hasibul and many for making this such a pleasant experience.

Love coming to this place again and again and again !",2 Reviews,4/25/2019 22:01,0,,positive,food always good flechazo good variety starter unlimited serf smoke cold ice cream must experience make flechazo friendliness service celebrate son wife birthday much fun friend special thanks team jayanta hasibul many make pleasant experience love come place
Flechazo,Satyajit Das,Ranjit and romjan are excellent..Food and service is very excellent. Ambience and place decorations are very good. You can find varity of dishes at one place.,"1 Review , 1 Follower",4/25/2019 15:53,0,,positive,ranjit romjan excellent food service excellent ambience place decoration good find varity dish one place
