Restaurant,Reviewer,Review,Metadata,Time,Pictures,7514,sentiment,cleaned_text
Pot Pourri,Sourabh Sen,"Food is not good , we all came here for Team lunch in starter we only got 4 item but the taste of the starter is not good. So this place is not good for veg and non veg lover lovers. In sweets we have two ice cream flavours and rasgulla and kaddu ka kheer etc who will eat kaddu ka kheer","2 Reviews , 72 Followers",2/27/2019 14:53,0,,negative,food good come team lunch starter get item taste starter good place good veg non veg lover lover sweet two ice cream flavour rasgulla kaddu ka kheer etc eat kaddu ka kheer
Pot Pourri,Narendra,Toooooo spicy food upset my stomach also some chicken is uncooked I am sorry to say this but we suffered so I am being honest here there is no intention to harm,"2 Reviews , 2 Followers",2/26/2019 11:06,0,,negative,toooooo spicy food upset stomach also chicken uncooked sorry say suffer honest intention harm
Pot Pourri,Ankur Sachdeva,"Slow Service. Food's not upto the mark. This restaurant seems in love with sugar, they put it veggies and soup in bulk. Service staff was not courteous.","6 Reviews , 57 Followers",2/17/2019 23:27,0,,negative,slow service food upto mark restaurant seem love sugar put veggie soup bulk service staff courteous
Pot Pourri,Benazeer Khan,"Food: Extremely spicy. Noodles were made in Andhra style, were very spicy and had whole red chillies in it. There was hair in chicken.
Service: Bad, takes forever to bring food.","44 Reviews , 33 Followers",2/15/2019 21:49,0,,negative,food extremely spicy noodle make andhra style spicy whole red chilli hair chicken service bad take forever bring food
Pot Pourri,Manpreet,i visited this place last friday with my friends and we had ala carte. I don’t want to give any rating the service was very poor and slow there main focus was people having buffet. After waiting for 25 mins and lot of reminders we got our food. When the bill came they have added additional items which we didn’t had cost around 600 to the bill and my friends bad she didn’t checked the bill that time. So after this horrible experience i will suggest not to visit and id you are visting and having ala carte please cross check the bill before paying otherwise you can be the next victims of this thugs restaurant.,"1 Review , 5 Followers",2/11/2019 18:36,0,,negative,visit place last friday friend ala carte want give rating service poor slow main focus people buffet wait 25 min lot reminder get food bill come add additional item cost around 600 bill friend bad check bill time horrible experience suggest visit id visting ala carte please cross check bill pay otherwise next victim thug restaurant
Pot Pourri,Yogesh Jain,"The worst experience that I had along with friends. The starters are good but the main course is completely tasteless. Even after informing the management about the taste, they were asking if salt or spice is more, but not about the overall quality & taste about the food. Very much disappointed that I took my friends for a treat here.",1 Review,2/7/2019 23:36,0,,negative,bad experience along friend starter good main course completely tasteless even inform management taste ask salt spice overall quality taste food much disappointed take friend treat
Pot Pourri,NagaChandra Immadisetty,Worst biryani and worst serving experience ... Except 3 starters remaining items are very bad... Totally worth less food and time waste .. disappointed,"1 Review , 9 Followers",2/4/2019 22:22,0,,negative,bad biryani bad serve experience except starter remain item bad totally worth less food time waste disappoint
Pot Pourri,Purna Chandra,"I thought of giving ZERO, but there is no option instead I am giving it as 1. Very worst restaurant i ever visited for Buffet. 

If anybody is planning to go for it especially for Non-Veg, I suggest please dont waste your money.

No.of varieties and even the taste is very bad. Coming to the service NO WORDS. They will make us to go for Main Course even though we are not done with starters.",3 Reviews,1/30/2019 15:32,0,,negative,thought give zero option instead give bad restaurant ever visit buffet anybody plan go especially non veg suggest please dont waste money variety even taste bad come service word make u go main course even though do starter
Pot Pourri,Sandeep Kumar,Non veg is worst. Ambience and service is also worst. Taste is bland. You can easily avoid this restaurant. They take so much time to serve food and even they are not polite,1 Review,1/30/2019 15:19,0,,negative,non veg bad ambience service also bad taste bland easily avoid restaurant take much time serve food even polite
Pot Pourri,Srikanth T,"We went for dinner based on this 4.0 rating it did not meet bare minimum criteria. Food was over spicey/hot even after mentioning the spice levels in first course. Service was very bad. They asked how the soup/paya was and when we mentioned that it is too spicey , that was not bothered and next course was even more spicey/hot. I generally am ok with hot/spicey food but this is very extreme. I would not recommend going to this place.",1 Review,1/22/2019 23:27,0,,negative,go dinner base rating meet bare minimum criterion food spicey hot even mention spice level first course service bad ask soup paya mention spicey bother next course even spicey hot generally ok hot spicey food extreme would recommend go place
Pot Pourri,Narendra Talakokkula,I personally a lazy person who don’t give a regular review but my taste buds made me to write this review. The only thing that worth was ambience.,"1 Review , 52 Followers",1/22/2019 15:19,0,,negative,personally lazy person give regular review taste bud make write review thing worth ambience
Pista House,Nalin Francis,Yesterday bought Rogan josh from here one of the worst rogan josh curry ever. I do not recommend this restaurant. I have tried biryani from here it was ok. Big name bad service.,"1 Review , 1 Follower",4/28/2019 12:19,0,,negative,yesterday buy rogan josh one bad rogan josh curry ever recommend restaurant try biryani ok big name bad service
Pista House,Habeeb,Attitude problem right from reception/accounts person whoever he is.Burnt food given twice nobdy cares.Take bills shamelessly not even asking why food left as it is without being eaten.,"1 Review , 1 Follower",4/13/2019 21:50,0,,negative,attitude problem right reception account person whoever burnt food give twice nobdy care take bill shamelessly even ask food leave without eat
Pista House,Rahul Nkoda,"If there could be an option of zero stars, I would definitely put it. It's a very bad experience ordering from pista house. The food is good, but service is very slow, pathetic and bad. The managers and people managing speak blatant lies over calls for a order on swiggy.
They constantly make the delivery guy wait with false words to both the customers and the delivery partner.
If running a hotel business is so difficult, maybe a change in management would help. Completely ruining the name and brand of pista house.",1 Review,4/1/2019 19:04,0,,negative,could option zero star would definitely put bad experience order pista house food good service slow pathetic bad manager people manage speak blatant lie call order swiggy constantly make delivery guy wait false word customer delivery partner running hotel business difficult maybe change management would help completely ruin name brand pista house
Pista House,Abhay,"I’ve been to this restaurant today and had a real bad experience and was really embarrassed as I suggested this restaurant for dinner with family and friends. We had to wait for almost an hour for the placed ordered to be served. At the end, we were not billed for the items we placed order for and the bill was for extra items. It took around 15 mins for the corrected bill with two times to and fro.","2 Reviews , 1 Follower",3/20/2019 22:56,0,,negative,restaurant today real bad experience really embarrass suggest restaurant dinner family friends wait almost hour place order serve end bill item place order bill extra item take around 15 min correct bill two time fro
Pista House,Amit Dang,"Absolutely overhyped place. Substandard biryani and kababs, totally dry and tasteless. No dress code for waiters, hardly any waiters anyway. Pathetic service. I guess each and every place in Hyderabad, which is being talked about, be it pista house or paradise, are totally over hyped.","14 Reviews , 219 Followers",3/8/2019 14:59,0,,negative,absolutely overhyped place substandard biryani kababs totally dry tasteless dress code waiter hardly waiter anyway pathetic service guess every place hyderabad talk pista house paradise totally hyped
Pista House,Nitin Bhapkar,"Disappointment..being one of the famous restaurant chain, had lot of expectations.We were made to seat on table with dirty table mats and plates.. Food quality is worst to the core. Ordered Mutton Rogan Josh which had excess amount of salt, to our suprise staff was least bothered to act on it or accept feedback. Didn't have biryanis available hence had to sacrifice with steamed rice and dal.
Would not recommend this restaurant as needs huge improvement in terms of food quality, service and hygiene standards","15 Reviews , 94 Followers",1/25/2019 0:54,0,,negative,disappointment one famous restaurant chain lot expectation make seat table dirty table mat plate food quality worst core order mutton rogan josh excess amount salt suprise staff least bother act accept feedback biryanis available hence sacrifice steamed rice dal would recommend restaurant need huge improvement term food quality service hygiene standard
Pista House,Akella Surya Chaitanya,There is a lot of difference between the nizampet and this (Gachibowli) branch.. Too late at serving.. Quality is too poor.. Staff doesn't respond quickly,1 Review,12/19/2018 16:16,0,,negative,lot difference nizampet gachibowli branch late serve quality poor staff respond quickly
Pista House,Varun Raj,Worst service. Strictly nor recommended for family and decent people. Taste is below average. BIG NO for this place.. Stay away. Worst service ever,"15 Reviews , 22 Followers",10/31/2018 14:14,0,,negative,bad service strictly recommend family decent people taste average big place stay away bad service ever
Pista House,I Am Bhukkad || Krishnendu,"Went there a week ago. The foods were average i will rate the food a 3 out of 5!

Now come to the service - We ordered 3 butter chicken but they gave us 1, so had to wait for another 15-20mins to get the other butter chicken (please do not compare the taste of butter chicken if youre from north India)

The restaurant looks good from the outside, but inside House Flies will accompany you with your food and friends..","21 Reviews , 555 Followers",10/14/2018 22:47,1,,negative,go week ago food average rate food come service order butter chicken give u wait another 15 20mins get butter chicken please compare taste butter chicken youre north india restaurant look good outside inside house fly accompany food friend
Pista House,Kumar Swamy,Worst Experience in Parcel of Zaffron Motton Regular Biryani no mutton piecec found i. Biryani bill is 158/- with Gst ... Fooling public in parcel.. dont take pacel frm pista house ... Very Bad experience Simply Looting Public money on parcels of biryani......,"1 Review , 1 Follower",10/6/2018 1:38,0,,negative,bad experience parcel zaffron motton regular biryani mutton piecec find biryani bill 158 gst fool public parcel dont take pacel frm pista house bad experience simply loot public money parcel biryani
Pista House,Pavan.cherry5,"Worst quality and more oily. Rice quantity is less and pices are more.

Rice quality is also not good. Fully desi pointed .

I won’t refer to anyone",1 Review,10/5/2018 14:43,0,,negative,bad quality oily rice quantity less pices rice quality also good fully desi point refer anyone
Pista House,Chandana Paladagu,Worst service....i dont know y they have such a stupid attitude towards customers..they r not ready to accept the mistakes they do.food taste is also below average....not again to gachibowli pistha house...,"2 Reviews , 2 Followers",10/3/2018 16:11,0,,negative,bad service dont know stupid attitude towards customer ready accept mistake food taste also average gachibowli pistha house
Pista House,Jithendra Babu Anumolu,one of the best worst place...biryani is too worst...but their strtegy is too good...they dont have AC but if we sit and eat the price is double..irresponsible serice...better to go to almas r biryanis...good bye..will never visit again,"1 Review , 14 Followers",10/1/2018 18:34,0,,negative,one best bad place biryani bad strtegy good dont ac sit eat price double irresponsible serice well go almas biryanis good bye never visit
Pista House,Saibhargavpraveent,"Giving this 1 rating for this restaurant is also not needed but giving as it is minimum

we have ordered tangdi kabab and biryani. while ordering we were not informed about the time it is going to take but it took 40 mins. Then we got tangdi kabab with foul smell, after fighting with management we got other plate and it not satisfying. Also same with chicken biryani it is the worst biryani I had in my life till now.

I will not recommend anyone to this place.

PS : First time I am giving negative feedback on any restaurant","2 Reviews , 3 Followers",9/30/2018 15:53,0,,negative,give rating restaurant also need give minimum order tangdi kabab biryani order inform time go take take 40 min get tangdi kabab foul smell fight management get plate satisfy also chicken biryani bad biryani life till recommend anyone place p first time give negative feedback restaurant
Pista House,Haribabu Sankatala,Shitty place... Shitty service... Shitty management... Not again... Not always brand will work.. Think twice before u check in.. Wrost place in recent times.,1 Review,9/28/2018 23:36,0,,negative,shitty place shitty service shitty management always brand work think twice check wrost place recent time
Pista House,Rajesh Reddy,"In my life the worst exp.. i had as a foody lover. Dont know what quality of basmathi rice they r mixing for biryani i think 30rs 40rs rice itseems
The price of all items is very high..and service is too bad. The food path 50rs biryani is better than pista house.. Chii chii.. I think gachibowli brand is not original. Dear managment plz check with the quality of food and employees",1 Review,9/28/2018 17:17,0,,negative,life bad exp foody lover dont know quality basmathi rice mix biryani think 30rs 40rs rice itseems price item high service bad food path 50rs biryani good pista house chii chii think gachibowli brand original dear managment plz check quality food employee
Pista House,Venkatesh Mudiraj,Waste food.. Ordered zafrani biryani. Its very cool think before night food.. No AC and the prices are too high for tat quality..no proper service. overall worst exprnc. Think its duplicate pista house restrnt.. They r making bad remark on brand..,"2 Reviews , 1 Follower",9/28/2018 16:58,0,,negative,waste food order zafrani biryani cool think night food ac price high tat quality proper service overall bad exprnc think duplicate pista house restrnt make bad remark brand
Pista House,Eswar V,Biryani is worst....No A/C...But the prices are the same like a big restaurant...No proper service..owner is irresponsible..They make customers fools with their behavior..most of the ratings might be created ratings as I have seen 80 percent dissatisfaction from the customers..will never visit it again in my life.Their was no ZERO rating so giving 1 rating..My friends and colleagues told me similar response but I wanted to try as it is a big brand.. finally paid for not listening to them.,"1 Review , 1 Follower",9/28/2018 16:49,0,,negative,biryani bad price like big restaurant proper service owner irresponsible make customer fool behavior rating might create rating see 80 percent dissatisfaction customer never visit life zero rating give rating friend colleague tell similar response want try big brand finally pay listen
Pista House,Shashank Gujarathi,"Flies in lime soda
Fish with foul smelling
Chicken lollipop half cooked
Prawns were rubbery
Don't go for sea food at this place
Only better item we had was biryani
Lot of expectations were disappointed",2 Reviews,9/22/2018 11:16,0,,negative,fly lime soda fish foul smell chicken lollipop half cook prawn rubbery go sea food place well item biryani lot expectation disappointed
Pista House,Narayana,"Mutton biryani is taste less you even don’t feel it’s a biryani,not at all tasty
Biryani lovers plz don’t order especially mutton biryani
We ordered chicken tikka it’s good","5 Reviews , 1 Follower",8/17/2018 18:38,0,,negative,mutton biryani taste less even feel biryani tasty biryani lover plz order especially mutton biryani order chicken tikka good
Pista House,Jefrey,The service is hopeless. They won't even serve water for the costumers unless you ask them. And the manager is also helpless and rude if the costumers complaint. First and last visit to this restaurant !,1 Review,8/15/2018 17:38,0,,negative,service hopeless even serve water costumer unless ask manager also helpless rude costumer complaint first last visit restaurant
Pista House,Shahbaz Shah,absolutely worthless service. extremely bad attitude from the staff and even the manager is very poor and rude in his approach towards the customers... last visit to the place,"2 Reviews , 5 Followers",8/15/2018 16:32,0,,negative,absolutely worthless service extremely bad attitude staff even manager poor rude approach towards customer last visit place
Pista House,Madhumita,"Taste wise they are OK, but I don’t trust their hygiene. Had ordered through Swiggy and were disappointed with the quality of food. Chicken lollipop was undercooked. There was red blood inside the chicken pieces and had to pull to tear the chicken.","16 Reviews , 15 Followers",8/13/2018 19:45,0,,negative,taste wise ok trust hygiene order swiggy disappoint quality food chicken lollipop undercooked red blood inside chicken piece pull tear chicken
Pista House,Shivani Parikh,Very bad service and not that great food. No proper behavior from the staff members. Very poor service. Even the taste of the food was really bad. Nothing great.,"4 Reviews , 4 Followers",7/22/2018 21:15,0,,negative,bad service great food proper behavior staff member poor service even taste food really bad nothing great
Pista House,Foodie,"My experience was bad here, they kept us waiting for 20 mins and told that the order we placed for biryani is unavailable.
Same for the sweetdish we ordered.","3 Reviews , 46 Followers",6/24/2018 19:38,0,,negative,experience bad keep u wait 20 min tell order place biryani unavailable sweetdish order
Pista House,Ris Hi,Visited this place on ramadan and we ordered 6 haleem we where 4 all we thought that we can enjoy the real taste of haleem and the bitter truth was the taste was long gone with the moving season .. seriously there is something wrong with this branch too many uncooked bones and intestines . All I can just say is ONE BAD TASTE IS ENOUGH to make all the good once bad ..,"6 Reviews , 10 Followers",6/15/2018 23:48,0,,negative,visit place ramadan order haleem think enjoy real taste haleem bitter truth taste long go move season seriously something wrong branch many uncooked bone intestine say one bad taste enough make good bad
Marsala Food Company,Gautam Narang,"We went for a lunch outing here. It’s located at DLF. The ambience is good and we expected a good meal. We ordered Chicken Tangdi, Mutton Biryani and Coke. First thing we got was Chicken Tangdi and what I instantly noticed was that it was deep fried, which is not a norm and wasn’t juicy; all we could taste was charcoal. This made our expectations very low.

In the mean time, I asked them to get the Coke I ordered; it wasn’t chilled. Hence, I requested them to get Ice. To my surprise, they had no ice.

And finally, we got our biryani. It was not bad; but, there were no Meaty pieces of Mutton; Only bones.

My advice to you all would be that the food is edible but don’t keep your expectations too high.","7 Reviews , 5 Followers",5/5/2019 18:02,0,,negative,go lunch out locate dlf ambience good expect good meal order chicken tangdi mutton biryani coke first thing get chicken tangdi instantly notice deep fried norm juicy could taste charcoal make expectation low mean time ask get coke order chill hence request get ice surprise ice finally get biryani bad meaty piece mutton bone advice would food edible keep expectation high
Marsala Food Company,Jharna Karira,"The place is overrated, we went on a Friday afternoon, it was too crowded, had to wait for 15 mins to get a table, once we got the table, order was taken after 15 mins which made it 30 mins of waiting, we had to run behind the waiter to take the order, order was then taken, we had Apollo fish, kung pao chicken and juicy mutton mandi, the fish tasted good, chicken was not cooked properly, coming to mandi, it tasted like we were having boiled mutton with rice, wasn't great at all, and the mandi was around 585rs, I'd rather spend that elsewhere and get 2 mandis for around 600.
Not at all worth, checked the review and took my friends there who were really disappointed.","9 Reviews , 6 Followers",4/21/2019 11:39,0,,negative,place overrate go friday afternoon crowd wait 15 min get table get table order take 15 min make 30 min wait run behind waiter take order order take apollo fish kung pao chicken juicy mutton mandi fish taste good chicken cook properly come mandi tasted like boil mutton rice great mandi around 585rs rather spend elsewhere get mandis around 600 worth check review take friend really disappointed
Marsala Food Company,Abhay Hora,"I think the restaurant is over rated. We chose this place based on their zomato rating and ended up being at a place where only decent thing was the ambience.
Being a restaurant, as they call it (I would term it as a local tiffin centre).
They charge you for a buffet when what they have is the bare minimum — 2 curries, 1 dal as their main course. BTW, ice cream served in disposable bowl was their special. 😁
Food was tasteless, their veg hara bhara kebab was stale. Earlier I felt their non veg would be good, probably the reason for the rating. But to my surprise, my foodie friends (non veg lovers) said it was worse than veg. mind you, it happens rarely with them, they can over rate any average non veg restaurant. But this was worse.
I am forced to believe the reviews are paid.","22 Reviews , 6 Followers",4/10/2019 19:22,0,,negative,think restaurant rat choose place base zomato rating end place decent thing ambience restaurant call would term local tiffin centre charge buffet bare minimum curry dal main course btw ice cream serve disposable bowl special food tasteless veg hara bhara kebab stale early felt non veg would good probably reason rating surprise foodie friend non veg lover say bad veg mind happen rarely rate average non veg restaurant bad force believe review pay
Marsala Food Company,Naman Goyal,It such a worst experience will never come back again. The chicken didn't cook properly and even they didn't replace and charged price for that,"3 Reviews , 22 Followers",4/8/2019 22:50,0,,negative,bad experience never come back chicken cook properly even replace charge price
Marsala Food Company,Ashwin Madakasira,"The place has either bought paid reviews or the management has changed or something similar, because we went looking at all the reviews here and it was horrible.
Food is cold tastless, serving is slow and tardy. Most of the items in buffet were not available for the entire two hours we were there.
And to top it,there werent many items served in the buffet","1 Review , 1 Follower",4/5/2019 15:00,0,,negative,place either buy pay review management change something similar go look review horrible food cold tastless serving slow tardy item buffet available entire two hour top werent many item serve buffet
Marsala Food Company,Sudhir Raju,Starters were served cold...all they did was reheat..spoons were dusty and not clean..we had buffet and some of the items were missing overall food taste rating 1/5 ..ambience 3/5,"2 Reviews , 9 Followers",4/5/2019 14:16,0,,negative,starter serve cold reheat spoon dusty clean buffet item miss overall food taste rating ambience
Marsala Food Company,Santhosh Reddy V,"Buffet is a disaster. No fresh food, all the deserts are from previous day. Service is pathetic and no friendly environment. Menu listed about 8 deserts but there are only 5- 6 and that too in open vessals.",1 Review,4/5/2019 13:42,0,,negative,buffet disaster fresh food desert previous day service pathetic friendly environment menu list desert open vessals
Marsala Food Company,Gokul Aketi,"Nothing good. Tried buffet. You need to get your plates for starters. Water will be provided only if you ask. Starters are not at all good, especially fish. We didn't seen any difference in look between fish and baby corn. Main course is limited and are not available readily for us. We need to wait for 10min to get curries. Roti are pathetic, not fresh. Even desserts are bad. Only good thing is icecream which is served in single cup","2 Reviews , 1 Follower",4/2/2019 15:20,0,,negative,nothing good try buffet need get plate starter water provide ask starter good especially fish see difference look fish baby corn main course limited available readily u need wait 10min get curry roti pathetic fresh even dessert bad good thing icecream serve single cup
Marsala Food Company,Harikrishna Achary,"Today I have ordered Cashew Polau from Zomato, I have received the parcel box unpacked and seems some part of food item from one side has taken out of box. I have reported to Zomato as well, but from next time onwards I will make sure not to order from this restaurent.",2 Reviews,3/27/2019 17:34,0,,negative,today order cashew polau zomato receive parcel box unpacked seem part food item one side take box report zomato well next time onwards make sure order restaurent
Marsala Food Company,Tummy Monster,They're just degrading the quality of mandi day by day.. really need to take a look into this and improve on both quality and quantity of pieces instead of just increasing prices in the menu,"22 Reviews , 89 Followers",3/27/2019 1:17,0,,negative,degrade quality mandi day day really need take look improve quality quantity piece instead increase price menu
Marsala Food Company,Harshita,"The food of the place was nice except for ‘Murg Malai Tikka’, the dish was very sweet and not worth for money. The reason for giving 1 star rating is my experience in the restaurant which was not only food but also the staff which were very very rude not only while serving food but also while taking order and explaining certain dishes which were named differently on the menu. The staff doesn’t know how to treat with customers they were unnecessarily speaking and poking nose in our personal conversation and behaving miserably with the people there pretending that is “cool” behaviour.

Overall good place to order food from the last place one should go for dine in. The staff should learn how to behave with the customers.

(1 star is also too much depending upon how the staff behaved with us last night when I went with a group of friends)","2 Reviews , 1 Follower",3/18/2019 12:48,0,,negative,food place nice except murg malai tikka dish sweet worth money reason give star rating experience restaurant food also staff rude serve food also take order explain certain dish name differently menu staff know treat customer unnecessarily speak poke nose personal conversation behaving miserably people pretend cool behaviour overall good place order food last place one go dine staff learn behave customer star also much depend upon staff behave u last night go group friend
Marsala Food Company,Simanto Bagchi,"Customers won't really care about your ambience or service if your food quality is below par. I ordered Chicken dum biryani from here, relying on their ratings but the very first experience itself was really bad. The chicken tasted horrible and was stale. I had to throw away the biryani. You guys should check the food before delivering it to the customers as delivery of this kind of food does not only affect the ratings but also can cause serious health issues. I value food which is worth the money spent and I feel betrayed here. I contacted zomato regarding the issue and they just assured me that this won't happen again and conveyed that they have shared feedback with the restaurant. They should have issued a proper refund here. I did not expect this kind of service and I really don't look forward to trying anything from this place in future.","158 Reviews , 229 Followers",3/16/2019 15:15,0,,negative,customer really care ambience service food quality par order chicken dum biryani rely rating first experience really bad chicken taste horrible stale throw away biryani guy check food deliver customer delivery kind food affect rating also cause serious health issue value food worth money spent feel betray contact zomato regard issue assure happen convey share feedback restaurant issue proper refund expect kind service really look forward try anything place future
Marsala Food Company,Nikita Kumari,Ordered chicken biryani from here. I was totally disappointed with the food. The biryani was stale and the chicken pieces tasted really bad. Never ordering again.,"140 Reviews , 363 Followers",3/16/2019 1:22,2,,negative,order chicken biryani totally disappointed food biryani stale chicken piece taste really bad never order
Marsala Food Company,Ram Chandra Pandit,"Food quality has detoriated over past couple of months. Have been a regular customer of marsala via zomato. I guess marsala is having too much of business via zomato, for which it has stop caring about food quality for its online customers.","2 Reviews , 1 Follower",3/15/2019 21:02,0,,negative,food quality detoriated past couple month regular customer marsala via zomato guess marsala much business via zomato stop care food quality online customer
Marsala Food Company,Prudhvi Reddy Nallamilli,"Very much disappointed with food and items here . Not even a single item is satisfied

Though service is ok

But main Moto should be serve the best food.","4 Reviews , 11 Followers",3/13/2019 14:20,0,,negative,much disappoint food item even single item satisfied though service ok main moto serve best food
Marsala Food Company,Deepak Mangavalli,The best place where you will get worst tangdi kabab. Same is informed to staff rather taking action they try to convince us to eat.........,"3 Reviews , 1 Follower",3/12/2019 22:58,0,,negative,best place get bad tangdi kabab inform staff rather take action try convince u eat
Marsala Food Company,Prashanth Pinnamaneni,"Worst experience ever, Mandi lovers please avoid visiting this place to avoid huge disappointment, post office hours visited the place to have Mandi, Ambience was below average, there were no customers in the restaurant, we ordered 3 Mandis, which has arrived after 30 minutes and the rice was cold and not tasty at all, the meat served was so tough, waste of money, not at all worth, please donot visit this place by seeing 4.2 stars in Zomato profile, we will never go back to this place again. Would have given zero stars if i had a option, over all this place is just waste of your time and money.","1 Review , 6 Followers",3/6/2019 17:31,0,,negative,bad experience ever mandi lover please avoid visit place avoid huge disappointment post office hour visit place mandi ambience average customer restaurant order mandis arrive 30 minute rice cold tasty meat serve tough waste money worth please donot visit place see star zomato profile never go back place would give zero star option place waste time money
Marsala Food Company,Asithakesakambal,"I ordered a mutton seekh kebab and a chicken biryani. The kebab was ok ~ 3/5 but the chicken biryani was really bad ~ 1/5. I never waste food. If there is excess, I parcel it but this biryani I just have to leave it and come. Even the chicken pieces are not at all tasty.
The ambiance is average , there are different types of seatings and they had pleasant lighting.
Overall 2/5.","5 Reviews , 23 Followers",3/3/2019 16:59,0,,negative,order mutton seekh kebab chicken biryani kebab ok chicken biryani really bad never waste food excess parcel biryani leave come even chicken piece tasty ambiance average different type seating pleasant light overall
Marsala Food Company,Parijat Ray,I have visited this restaurant with a group of 10 people. I have also ordered from here online. The food quality was not upto the mark for both the cases. The food served to us was stale. The ambience is nice though and the staffs are friendly too.,"146 Reviews , 333 Followers",2/28/2019 22:33,0,,negative,visit restaurant group 10 people also order online food quality upto mark case food serve u stale ambience nice though staff friendly
Marsala Food Company,PJ Hari,"Ordered mutton Biryani after reading good reviews. And the result is bad. Rice itself was so bland. Mutton pieces looks melting but the aroma and taste of the pieces also bad. So bad that i could not even finish any single piece completely. On the whole, if you are here for mutton Biryani, i recommend not to take. Fyi, I'm Hyderabadi Biryani lover.","7 Reviews , 29 Followers",2/24/2019 15:57,0,,negative,order mutton biryani read good review result bad rice bland mutton piece look melt aroma taste piece also bad bad could even finish single piece completely whole mutton biryani recommend take fyi hyderabadi biryani lover
Marsala Food Company,Sai Surya,"worst taste , buffet is not at all good , service is too bad, price is not worth with the Food
, please don't choice this restaurant , 1 rating is too much for it !!!",1 Review,2/20/2019 19:31,0,,negative,bad taste buffet good service bad price worth food please choice restaurant rating much
Marsala Food Company,Raju Singavarapu,food is not good. we ordered mandi it is worst and mutton is not cooked well. we left the food. and ordered basil chicken it is also cold and not good.. overall a horrible experience going there.,"1 Review , 1 Follower",2/20/2019 15:11,0,,negative,food good order mandi bad mutton cook well leave food order basil chicken also cold good overall horrible experience go
Marsala Food Company,Chaitanya Varma,"Mandi is worst, mutton is horrible, we orde
red 2 mutton juicy Mandi and we left all the pieces as is. Don't even try
Thanks

Waste of time.",1 Review,2/20/2019 14:04,2,,negative,mandi bad mutton horrible orde red mutton juicy mandi leave piece even try thanks waste time
Marsala Food Company,Saipramod Nibhanipudi,Food was cold and hospitality was bad. Had to wait for soo long to get food. Prefer going to other restaurants than this. Had bad experience.,"1 Review , 12 Followers",2/15/2019 15:21,0,,negative,food cold hospitality bad wait soo long get food prefer go restaurant bad experience
Club Rogue,Karthik Thayi Suresh,"Food taste isn't good and the staff behaviour is the major let down. They fight and argue with you to give more tips.
Very disappointing. Never ever experienced it.","1 Review , 1 Follower",5/19/2019 15:01,0,,negative,food taste good staff behaviour major let fight argue give tip disappointing never ever experience
Club Rogue,Subhasis Saha,"Too crowded all the time. The crowd management is not that great. Coming here with girls to party sometimes become a risk, especially on the dance floor. Otherwise it is a good place to hang around if you like loud music. I wouldn’t recommend this place for a girls group to go to.","47 Reviews , 118 Followers",5/11/2019 16:36,0,,negative,crowd time crowd management great come girl party sometimes become risk especially dance floor otherwise good place hang around like loud music recommend place girl group go
Club Rogue,Akshay Anand,"The music was unbearably loud. The food was good but the place was overcrowded and the service was bad. Overall, not so welcoming for a comeback.","17 Reviews , 1192 Followers",5/4/2019 20:41,0,,negative,music unbearably loud food good place overcrowd service bad overall welcome comeback
Club Rogue,Sonam Agrawal,We went there around 8.30 for having a fun night. But the place turned out to be a cheap place where people are allowed to smoke everywhere. We cant even breathe properly.Then we order vodka..it was like water and when we questioned them he smiled and kind of agreed.Then we ordered Long island Tea and asked him to make it a good one but it was even worse. Even their virgin mohito was not gud.Then the food was also okish.Staff were also not courteous.I find the place was overcrowded. It seemed they have allowed stag entries and they were passing cheap comment on us.I will never recommend anyone here.,"1 Review , 9 Followers",4/27/2019 16:08,0,,negative,go around 30 fun night place turn cheap place people allow smoke everywhere cant even breathe properly order vodka like water question smile kind agreed order long island tea ask make good one even bad even virgin mohito gud food also okish staff also courteous find place overcrowd seem allow stag entry pass cheap comment u never recommend anyone
Club Rogue,Neha Choudhary,"Whole club is a friendly place for smokers which becomes a problem for people who don't smoke.

I went to this club with my friends around 8. It was fine then but slowly the suffocation started. There is no proper ventilation, guessing based on the experience I had. Whichever club, I have been to, there is a separate outdoor place dedicated for smoking. The restaurant or a pub or a club will have outdoor dinning area to address this issue. But here at this place, i couldn't see an open window. It was all dark! I think they really took ""Rogue"" word to another level.
I couldn't enjoy at all, came from there when it was too much for me, now i have got this itching in my throat and cold just because of all that cigarette smoke.
I would really want Club Rogue to address this issue, it was very depressing for me and I think the same was felt by so many people over there.",1 Review,4/21/2019 1:18,0,,negative,whole club friendly place smoker become problem people smoke go club friend around fine slowly suffocation start proper ventilation guess base experience whichever club separate outdoor place dedicate smoke restaurant pub club outdoor din area address issue place see open window dark think really take rogue word another level enjoy come much get itching throat cold cigarette smoke would really want club rogue address issue depress think felt many people
